,number,timestamp,gas_used,gas_limit
18098,14668713,2022-04-27 20:43:54,30027176,30029295
18099,14668714,2022-04-27 20:44:16,28751117,30000000
17900,14668715,2022-04-27 20:44:55,3932549,30000000
17901,14668716,2022-04-27 20:44:58,2613817,30000000
17902,14668717,2022-04-27 20:45:10,20526584,29970705
17903,14668718,2022-04-27 20:45:19,12613221,29999972
17904,14668719,2022-04-27 20:45:30,11042119,30000000
17905,14668720,2022-04-27 20:45:52,30024596,30029295
17906,14668721,2022-04-27 20:45:54,29999164,30000000
17907,14668722,2022-04-27 20:46:54,30018571,30029295
17908,14668723,2022-04-27 20:47:16,912866,30000000
17909,14668724,2022-04-27 20:47:19,12192055,30000000
17910,14668725,2022-04-27 20:47:24,4045232,29970705
17911,14668726,2022-04-27 20:47:30,29992280,29999972
17912,14668727,2022-04-27 20:48:07,8342916,30000000
17913,14668728,2022-04-27 20:48:08,8381416,30000000
17914,14668729,2022-04-27 20:48:22,14312596,30029295
17915,14668730,2022-04-27 20:48:43,27595824,30000000
17916,14668731,2022-04-27 20:49:16,860503,29970705
17917,14668732,2022-04-27 20:49:17,17954327,29999972
17918,14668733,2022-04-27 20:49:32,4306616,30000000
17919,14668734,2022-04-27 20:49:40,29960616,29970705
17920,14668735,2022-04-27 20:49:50,16511758,29999972
17921,14668736,2022-04-27 20:50:04,30014970,30029267
17922,14668737,2022-04-27 20:50:46,11661993,30000000
17923,14668738,2022-04-27 20:51:02,28110443,30000000
17924,14668739,2022-04-27 20:51:44,14126016,30000000
17925,14668740,2022-04-27 20:52:14,5006930,30000000
17926,14668741,2022-04-27 20:52:18,4653437,30000000
17927,14668742,2022-04-27 20:52:25,8122484,30029295
17928,14668743,2022-04-27 20:52:26,7300933,30058619
17929,14668744,2022-04-27 20:52:35,21158498,30029266
17930,14668745,2022-04-27 20:52:48,119006,29999942
17931,14668746,2022-04-27 20:52:50,29990908,30000000
17932,14668747,2022-04-27 20:53:19,2251179,29970705
17933,14668748,2022-04-27 20:53:41,22260957,29941438
17934,14668749,2022-04-27 20:53:50,15519590,29970676
17935,14668750,2022-04-27 20:53:56,4850242,29999943
17936,14668751,2022-04-27 20:54:02,29951470,29970648
17937,14668752,2022-04-27 20:54:18,15961086,29941381
17938,14668753,2022-04-27 20:54:30,10469865,29970619
17939,14668754,2022-04-27 20:54:37,4493330,29999886
17940,14668755,2022-04-27 20:54:43,29960399,29970591
17941,14668756,2022-04-27 20:54:59,6073862,29941324
17942,14668757,2022-04-27 20:55:50,29952657,29970562
17943,14668758,2022-04-27 20:55:59,21295280,29999829
17944,14668759,2022-04-27 20:56:01,8852644,30029124
17945,14668760,2022-04-27 20:56:09,0,30000000
17946,14668761,2022-04-27 20:56:22,5337615,30000000
17947,14668762,2022-04-27 20:56:24,30023922,30029295
17948,14668763,2022-04-27 20:56:36,29996480,29999971
17949,14668764,2022-04-27 20:57:16,29517765,29970676
17950,14668765,2022-04-27 20:57:29,1993485,29999943
17951,14668766,2022-04-27 20:57:34,4439754,30000000
17952,14668767,2022-04-27 20:57:52,30019088,30029295
17953,14668768,2022-04-27 20:58:14,28762649,29999971
17954,14668769,2022-04-27 20:58:49,10340152,30000000
17955,14668770,2022-04-27 20:59:00,2865872,30000000
17956,14668771,2022-04-27 20:59:02,30027077,30029295
17957,14668772,2022-04-27 20:59:36,665327,30000000
17958,14668773,2022-04-27 20:59:47,22129961,30029295
17959,14668774,2022-04-27 20:59:56,15937792,30000000
17960,14668775,2022-04-27 21:00:10,29998333,30000000
17961,14668776,2022-04-27 21:01:17,29987953,30000000
17962,14668777,2022-04-27 21:01:39,6496072,30029295
17963,14668778,2022-04-27 21:01:42,28170140,30058619
17964,14668779,2022-04-27 21:02:10,3290990,30029266
17965,14668780,2022-04-27 21:02:14,26420448,30058590
17966,14668781,2022-04-27 21:03:01,717106,30029237
17967,14668782,2022-04-27 21:03:02,9274187,30000000
17968,14668783,2022-04-27 21:03:13,26795373,30000000
17969,14668784,2022-04-27 21:03:41,19113006,30029295
17970,14668785,2022-04-27 21:04:08,0,30000000
17971,14668786,2022-04-27 21:04:10,3385520,30000000
17972,14668787,2022-04-27 21:04:20,12627459,30000000
17973,14668788,2022-04-27 21:04:23,10097053,30000000
17974,14668789,2022-04-27 21:04:31,16592056,30000000
17975,14668790,2022-04-27 21:04:47,2628611,30000000
17976,14668791,2022-04-27 21:04:49,29991590,30000000
17977,14668792,2022-04-27 21:04:52,0,30029295
17978,14668793,2022-04-27 21:04:54,11284183,30000000
17979,14668794,2022-04-27 21:04:56,28973504,30029295
17980,14668795,2022-04-27 21:05:03,15333800,30058619
17981,14668796,2022-04-27 21:05:20,16664874,30087972
17982,14668797,2022-04-27 21:05:36,2969606,30058591
17983,14668798,2022-04-27 21:05:37,19452469,30087944
17984,14668799,2022-04-27 21:05:59,29287061,30058563
17985,14668800,2022-04-27 21:07:09,30084457,30087916
17986,14668801,2022-04-27 21:07:10,19146830,30058535
17987,14668802,2022-04-27 21:07:42,6330425,30087888
17988,14668803,2022-04-27 21:07:49,8748133,30058507
17989,14668804,2022-04-27 21:07:51,16966543,30087860
17990,14668805,2022-04-27 21:08:02,26925861,30058479
17991,14668806,2022-04-27 21:08:57,9065898,30029127
17992,14668807,2022-04-27 21:08:58,3755067,30000000
17993,14668808,2022-04-27 21:08:59,7090184,30000000
17994,14668809,2022-04-27 21:09:13,527240,30000000
17995,14668810,2022-04-27 21:09:14,27499339,30000000
17996,14668811,2022-04-27 21:09:18,7072204,29970705
17997,14668812,2022-04-27 21:09:24,9264090,29999972
17998,14668813,2022-04-27 21:09:30,17226857,29970677
17999,14668814,2022-04-27 21:09:46,27292393,29999944
18500,14668815,2022-04-27 21:10:08,8345210,30000000
18501,14668816,2022-04-27 21:10:18,7241143,30000000
18502,14668817,2022-04-27 21:10:27,3997886,29970705
18503,14668818,2022-04-27 21:10:31,29275127,29999972
18504,14668819,2022-04-27 21:10:59,23882295,30000000
18505,14668820,2022-04-27 21:11:08,285740,29970705
18506,14668821,2022-04-27 21:11:39,29992026,29999972
18507,14668822,2022-04-27 21:12:13,16534158,30029267
18508,14668823,2022-04-27 21:12:21,2095895,30000000
18509,14668824,2022-04-27 21:12:27,0,30000000
18510,14668825,2022-04-27 21:12:28,19527939,30029295
18511,14668826,2022-04-27 21:12:29,7622648,30000000
18512,14668827,2022-04-27 21:12:33,5211574,30029295
18513,14668828,2022-04-27 21:12:37,29403366,30000000
18514,14668829,2022-04-27 21:12:43,7618524,30000000
18515,14668830,2022-04-27 21:12:52,3954477,29970705
18516,14668831,2022-04-27 21:12:57,22385719,29999972
18517,14668832,2022-04-27 21:13:05,7770020,30000000
18518,14668833,2022-04-27 21:13:13,26902463,30029295
18519,14668834,2022-04-27 21:13:32,20267634,30000000
18520,14668835,2022-04-27 21:13:57,4672796,30000000
18521,14668836,2022-04-27 21:14:15,22319837,29970705
18522,14668837,2022-04-27 21:14:16,1706492,29999972
18523,14668838,2022-04-27 21:14:18,29586556,30000000
18524,14668839,2022-04-27 21:14:42,18838817,30000000
18525,14668840,2022-04-27 21:14:52,29373555,30000000
18526,14668841,2022-04-27 21:15:36,7972488,30000000
18527,14668842,2022-04-27 21:15:41,5957157,30000000
18528,14668843,2022-04-27 21:15:54,17402884,30000000
18529,14668844,2022-04-27 21:16:12,5080082,29970705
18530,14668845,2022-04-27 21:16:17,3986249,29999972
18531,14668846,2022-04-27 21:16:20,10746039,30000000
18532,14668847,2022-04-27 21:16:36,10959801,30000000
18533,14668848,2022-04-27 21:16:39,21025470,30000000
18534,14668849,2022-04-27 21:16:46,1478364,29970705
18535,14668850,2022-04-27 21:16:52,27032895,29999972
18536,14668851,2022-04-27 21:16:54,28684006,30000000
18537,14668852,2022-04-27 21:17:16,20095403,30000000
18538,14668853,2022-04-27 21:17:24,2119685,30000000
18539,14668854,2022-04-27 21:17:25,29998160,30000000
18540,14668855,2022-04-27 21:18:32,0,30000000
18541,14668856,2022-04-27 21:18:33,30015731,30029295
18542,14668857,2022-04-27 21:18:34,30044979,30058619
18543,14668858,2022-04-27 21:19:21,19432012,30029266
18544,14668859,2022-04-27 21:19:44,2485392,29999942
18545,14668860,2022-04-27 21:19:46,28836064,30000000
18546,14668861,2022-04-27 21:20:15,29858932,30000000
18547,14668862,2022-04-27 21:20:40,23851848,30000000
18548,14668863,2022-04-27 21:21:09,7219429,30000000
18549,14668864,2022-04-27 21:21:23,21678222,30000000
18550,14668865,2022-04-27 21:21:44,29962732,29970705
18551,14668866,2022-04-27 21:22:46,15926568,29999972
18552,14668867,2022-04-27 21:22:53,23539809,30029267
18553,14668868,2022-04-27 21:23:32,14664352,29999943
18554,14668869,2022-04-27 21:24:06,16581803,29970648
18555,14668870,2022-04-27 21:24:43,7448899,29999915
18556,14668871,2022-04-27 21:24:50,6725221,30000000
18557,14668872,2022-04-27 21:25:05,5988812,30029295
18558,14668873,2022-04-27 21:25:11,7615121,30000000
18559,14668874,2022-04-27 21:25:27,14694021,30029295
18560,14668875,2022-04-27 21:25:30,15451359,30000000
18561,14668876,2022-04-27 21:25:53,720281,30000000
18562,14668877,2022-04-27 21:25:57,7747068,30000000
18563,14668878,2022-04-27 21:25:58,12495553,30000000
18564,14668879,2022-04-27 21:26:00,1614409,29970705
18565,14668880,2022-04-27 21:26:03,21315335,29999972
18566,14668881,2022-04-27 21:26:20,470646,30000000
18567,14668882,2022-04-27 21:26:21,9777308,30029295
18568,14668883,2022-04-27 21:26:22,29512579,30000000
18569,14668884,2022-04-27 21:26:56,9046785,30029295
18570,14668885,2022-04-27 21:26:58,29985074,29999971
18571,14668886,2022-04-27 21:28:02,30014447,30029266
18572,14668887,2022-04-27 21:28:18,29993221,30000000
18573,14668888,2022-04-27 21:28:57,7292479,30000000
18574,14668889,2022-04-27 21:28:59,16939567,29970705
18575,14668890,2022-04-27 21:29:14,2154682,29999972
18576,14668891,2022-04-27 21:29:16,29987707,30000000
18577,14668892,2022-04-27 21:29:55,25091268,30000000
18578,14668893,2022-04-27 21:30:19,4866150,30000000
18579,14668894,2022-04-27 21:30:26,3714791,30000000
18580,14668895,2022-04-27 21:30:30,11161174,30000000
18581,14668896,2022-04-27 21:30:34,525350,29970705
18582,14668897,2022-04-27 21:30:36,16202726,29999972
18583,14668898,2022-04-27 21:30:50,0,30029267
18584,14668899,2022-04-27 21:30:51,1623995,29999943
18585,14668900,2022-04-27 21:30:57,30026549,30029238
18586,14668901,2022-04-27 21:30:58,15955678,30000000
18587,14668902,2022-04-27 21:31:09,14292029,30000000
18588,14668903,2022-04-27 21:31:19,3032433,30000000
18589,14668904,2022-04-27 21:31:23,0,30000000
18590,14668905,2022-04-27 21:31:24,29997148,30000000
18591,14668906,2022-04-27 21:31:47,29962759,29970705
18592,14668907,2022-04-27 21:31:56,26645228,29941438
18593,14668908,2022-04-27 21:32:16,6815896,29970676
18594,14668909,2022-04-27 21:32:23,303201,29999943
18595,14668910,2022-04-27 21:32:25,8098348,30000000
18596,14668911,2022-04-27 21:32:32,13016966,29970705
18597,14668912,2022-04-27 21:32:34,29933054,29941438
18598,14668913,2022-04-27 21:33:30,29954089,29970676
18599,14668914,2022-04-27 21:33:36,23477253,29999943
18300,14668915,2022-04-27 21:33:52,7347728,30000000
18301,14668916,2022-04-27 21:34:07,9744331,30000000
18302,14668917,2022-04-27 21:34:13,7983996,30000000
18303,14668918,2022-04-27 21:34:14,0,30000000
18304,14668919,2022-04-27 21:34:16,30026861,30029295
18305,14668920,2022-04-27 21:34:31,3302905,30000000
18306,14668921,2022-04-27 21:34:44,29964287,30000000
18307,14668922,2022-04-27 21:35:00,1421522,30000000
18308,14668923,2022-04-27 21:35:01,29996766,30000000
18309,14668924,2022-04-27 21:35:42,12543029,29970705
18310,14668925,2022-04-27 21:36:01,22464576,29941438
18311,14668926,2022-04-27 21:36:14,12264137,29970676
18312,14668927,2022-04-27 21:36:24,15520744,29999943
18313,14668928,2022-04-27 21:36:37,30022261,30029238
18314,14668929,2022-04-27 21:37:18,1375696,30000000
18315,14668930,2022-04-27 21:37:21,0,30000000
18316,14668931,2022-04-27 21:37:22,19391935,29970705
18317,14668932,2022-04-27 21:37:27,11531545,29999972
18318,14668933,2022-04-27 21:37:35,29999328,30000000
18319,14668934,2022-04-27 21:38:14,12484985,30029295
18320,14668935,2022-04-27 21:38:16,14453864,30000000
18321,14668936,2022-04-27 21:38:26,28632078,30029295
18322,14668937,2022-04-27 21:38:46,17508539,30000000
18323,14668938,2022-04-27 21:39:00,26373653,30000000
18324,14668939,2022-04-27 21:39:31,0,30000000
18325,14668940,2022-04-27 21:39:33,16005643,30029295
18326,14668941,2022-04-27 21:39:50,20530455,30058619
18327,14668942,2022-04-27 21:40:20,2374619,30029266
18328,14668943,2022-04-27 21:40:21,7839220,30058590
18329,14668944,2022-04-27 21:40:24,23566237,30087943
18330,14668945,2022-04-27 21:40:54,4835986,30058562
18331,14668946,2022-04-27 21:40:56,6944696,30029209
18332,14668947,2022-04-27 21:41:03,26280835,30000000
18333,14668948,2022-04-27 21:41:25,11376522,30000000
18334,14668949,2022-04-27 21:41:35,7509844,30000000
18335,14668950,2022-04-27 21:41:37,20722009,30000000
18336,14668951,2022-04-27 21:41:45,12880640,30000000
18337,14668952,2022-04-27 21:41:56,29998431,30000000
18338,14668953,2022-04-27 21:42:37,20796395,30000000
18339,14668954,2022-04-27 21:42:51,6073730,30029295
18340,14668955,2022-04-27 21:42:53,10281844,30058619
18341,14668956,2022-04-27 21:42:58,12485637,30029266
18342,14668957,2022-04-27 21:43:15,9188987,30058590
18343,14668958,2022-04-27 21:43:19,28289321,30087943
18344,14668959,2022-04-27 21:43:47,0,30058562
18345,14668960,2022-04-27 21:43:49,30067166,30087915
18346,14668961,2022-04-27 21:44:08,2708885,30058534
18347,14668962,2022-04-27 21:44:11,20410814,30029181
18348,14668963,2022-04-27 21:44:24,19160356,30058505
18349,14668964,2022-04-27 21:44:38,3519804,30029152
18350,14668965,2022-04-27 21:44:42,9387933,29999828
18351,14668966,2022-04-27 21:44:51,30008822,30029123
18352,14668967,2022-04-27 21:44:55,4609143,30000000
18353,14668968,2022-04-27 21:45:03,16582284,29970705
18354,14668969,2022-04-27 21:45:08,16581697,29999972
18355,14668970,2022-04-27 21:45:16,4412021,30000000
18356,14668971,2022-04-27 21:45:18,29966043,29970705
18357,14668972,2022-04-27 21:45:28,29935090,29941438
18358,14668973,2022-04-27 21:45:48,29958490,29970676
18359,14668974,2022-04-27 21:46:26,14274736,29941409
18360,14668975,2022-04-27 21:46:27,4724107,29970647
18361,14668976,2022-04-27 21:46:29,2127327,29999914
18362,14668977,2022-04-27 21:46:31,22380395,30029209
18363,14668978,2022-04-27 21:46:33,10092299,30000000
18364,14668979,2022-04-27 21:46:44,7953258,30000000
18365,14668980,2022-04-27 21:46:54,22129195,30000000
18366,14668981,2022-04-27 21:47:09,27722909,30000000
18367,14668982,2022-04-27 21:47:37,29937975,29970705
18368,14668983,2022-04-27 21:48:11,29988824,29999972
18369,14668984,2022-04-27 21:48:55,17730305,30029267
18370,14668985,2022-04-27 21:49:04,2042801,30058591
18371,14668986,2022-04-27 21:49:06,1319386,30029238
18372,14668987,2022-04-27 21:49:07,16383171,30000000
18373,14668988,2022-04-27 21:49:14,4230070,30000000
18374,14668989,2022-04-27 21:49:17,20172037,30000000
18375,14668990,2022-04-27 21:49:40,19888987,29970705
18376,14668991,2022-04-27 21:49:56,3657778,29999972
18377,14668992,2022-04-27 21:50:03,9455169,30000000
18378,14668993,2022-04-27 21:50:07,12028426,30000000
18379,14668994,2022-04-27 21:50:10,29999087,30000000
18380,14668995,2022-04-27 21:51:40,30018850,30029295
18381,14668996,2022-04-27 21:51:48,30057195,30058619
18382,14668997,2022-04-27 21:52:01,17088170,30029266
18383,14668998,2022-04-27 21:52:18,813354,30000000
18384,14668999,2022-04-27 21:52:24,22090510,29970705
18385,14669000,2022-04-27 21:52:49,28125847,29999972
18386,14669001,2022-04-27 21:53:35,11954095,30029267
18387,14669002,2022-04-27 21:53:39,7228827,29999943
18388,14669003,2022-04-27 21:53:46,21813005,30000000
18389,14669004,2022-04-27 21:54:02,3202872,30000000
18390,14669005,2022-04-27 21:54:07,10132313,30000000
18391,14669006,2022-04-27 21:54:19,21242518,30000000
18392,14669007,2022-04-27 21:54:29,4537831,30000000
18393,14669008,2022-04-27 21:54:31,16517696,30000000
18394,14669009,2022-04-27 21:55:06,3652684,30000000
18395,14669010,2022-04-27 21:55:16,26171270,30000000
18396,14669011,2022-04-27 21:55:22,8887164,30029295
18397,14669012,2022-04-27 21:55:24,14248158,30058619
18398,14669013,2022-04-27 21:55:40,0,30087972
18399,14669014,2022-04-27 21:55:42,12221862,30058591
18400,14669015,2022-04-27 21:55:49,27579303,30029238
18401,14669016,2022-04-27 21:56:54,29979621,30000000
18402,14669017,2022-04-27 21:57:04,20855276,30000000
18403,14669018,2022-04-27 21:57:07,2681904,30029295
18404,14669019,2022-04-27 21:57:16,0,30000000
18405,14669020,2022-04-27 21:57:18,26471325,30029295
18406,14669021,2022-04-27 21:57:24,2765027,30000000
18407,14669022,2022-04-27 21:57:25,5810371,30000000
18408,14669023,2022-04-27 21:57:35,29981423,30000000
18409,14669024,2022-04-27 21:57:43,2775837,30000000
18410,14669025,2022-04-27 21:57:49,14367800,30000000
18411,14669026,2022-04-27 21:57:52,30016151,30029295
18412,14669027,2022-04-27 21:58:18,4732509,30000000
18413,14669028,2022-04-27 21:58:22,16504701,30000000
18414,14669029,2022-04-27 21:58:33,24547609,30029295
18415,14669030,2022-04-27 21:58:36,7934135,30058619
18416,14669031,2022-04-27 21:58:46,4603555,30029266
18417,14669032,2022-04-27 21:58:48,30047964,30058590
18418,14669033,2022-04-27 21:59:31,28767846,30029237
18419,14669034,2022-04-27 21:59:36,29989713,29999913
18420,14669035,2022-04-27 22:00:10,17577118,29970618
18421,14669036,2022-04-27 22:00:19,5551339,29999885
18422,14669037,2022-04-27 22:00:23,29980740,30000000
18423,14669038,2022-04-27 22:01:03,29983822,30000000
18424,14669039,2022-04-27 22:01:12,8932101,30000000
18425,14669040,2022-04-27 22:01:16,15567913,30000000
18426,14669041,2022-04-27 22:01:29,29991485,30000000
18427,14669042,2022-04-27 22:01:58,29983099,30000000
18428,14669043,2022-04-27 22:02:41,8970883,29970705
18429,14669044,2022-04-27 22:02:58,16880381,29941438
18430,14669045,2022-04-27 22:03:00,5436725,29970676
18431,14669046,2022-04-27 22:03:03,28998214,29999943
18432,14669047,2022-04-27 22:03:28,6160970,30000000
18433,14669048,2022-04-27 22:03:45,27357189,30000000
18434,14669049,2022-04-27 22:04:02,1487212,29970705
18435,14669050,2022-04-27 22:04:06,9136490,29999972
18436,14669051,2022-04-27 22:04:15,2706524,30000000
18437,14669052,2022-04-27 22:04:32,29998127,30000000
18438,14669053,2022-04-27 22:04:45,30011744,30029295
18439,14669054,2022-04-27 22:05:15,9805795,30000000
18440,14669055,2022-04-27 22:05:23,1909421,30000000
18441,14669056,2022-04-27 22:05:27,16672717,30000000
18442,14669057,2022-04-27 22:05:40,27495526,30000000
18443,14669058,2022-04-27 22:06:06,4240531,30000000
18444,14669059,2022-04-27 22:06:09,13027490,29970705
18445,14669060,2022-04-27 22:06:22,11774829,29999972
18446,14669061,2022-04-27 22:06:26,13349261,30000000
18447,14669062,2022-04-27 22:06:34,29951378,29970705
18448,14669063,2022-04-27 22:07:02,22389659,29941438
18449,14669064,2022-04-27 22:07:13,12418470,29970676
18450,14669065,2022-04-27 22:07:20,29193627,29999943
18451,14669066,2022-04-27 22:07:46,24810025,30000000
18452,14669067,2022-04-27 22:08:06,19486581,30029295
18453,14669068,2022-04-27 22:08:18,26312558,30058619
18454,14669069,2022-04-27 22:08:41,4348833,30029266
18455,14669070,2022-04-27 22:08:47,3444106,30000000
18456,14669071,2022-04-27 22:08:59,23665505,29970705
18457,14669072,2022-04-27 22:09:16,14564299,29999972
18458,14669073,2022-04-27 22:09:27,8651307,30029267
18459,14669074,2022-04-27 22:09:36,2021285,30000000
18460,14669075,2022-04-27 22:09:38,5815166,30000000
18461,14669076,2022-04-27 22:09:39,10413220,29970705
18462,14669077,2022-04-27 22:09:47,14375322,29999972
18463,14669078,2022-04-27 22:09:49,20237938,30000000
18464,14669079,2022-04-27 22:10:09,20157986,30029295
18465,14669080,2022-04-27 22:10:20,12135393,30000000
18466,14669081,2022-04-27 22:10:29,29994655,30000000
18467,14669082,2022-04-27 22:11:05,10679541,30000000
18468,14669083,2022-04-27 22:11:09,3528466,30000000
18469,14669084,2022-04-27 22:11:11,2459728,29970705
18470,14669085,2022-04-27 22:11:16,19526167,29999972
18471,14669086,2022-04-27 22:11:26,27519747,30000000
18472,14669087,2022-04-27 22:11:45,28500673,30000000
18473,14669088,2022-04-27 22:12:09,4157106,30000000
18474,14669089,2022-04-27 22:12:12,29999304,30000000
18475,14669090,2022-04-27 22:13:05,29028150,30000000
18476,14669091,2022-04-27 22:14:03,30017887,30029295
18477,14669092,2022-04-27 22:14:15,9750069,30000000
18478,14669093,2022-04-27 22:14:18,9034025,30029295
18479,14669094,2022-04-27 22:14:30,0,30058619
18480,14669095,2022-04-27 22:14:31,30023430,30029266
18481,14669096,2022-04-27 22:14:47,29184657,30000000
18482,14669097,2022-04-27 22:15:33,29964406,29970705
18483,14669098,2022-04-27 22:15:55,7592679,29999972
18484,14669099,2022-04-27 22:16:04,14250427,30000000
18485,14669100,2022-04-27 22:16:24,5710396,30000000
18486,14669101,2022-04-27 22:16:31,4956372,30000000
18487,14669102,2022-04-27 22:16:34,14865036,30000000
18488,14669103,2022-04-27 22:16:44,0,30000000
18489,14669104,2022-04-27 22:16:45,16671818,30000000
18490,14669105,2022-04-27 22:16:59,21224126,30000000
18491,14669106,2022-04-27 22:17:06,29989056,30000000
18492,14669107,2022-04-27 22:18:18,30023073,30029295
18493,14669108,2022-04-27 22:18:23,10238798,30000000
18494,14669109,2022-04-27 22:18:37,8389002,30000000
18495,14669110,2022-04-27 22:18:45,29955686,29970705
18496,14669111,2022-04-27 22:20:10,29988314,29999972
18497,14669112,2022-04-27 22:20:27,24299860,30000000
18498,14669113,2022-04-27 22:20:43,1879604,30000000
18499,14669114,2022-04-27 22:20:45,12162971,30000000
18700,14669115,2022-04-27 22:21:00,3800231,30000000
18701,14669116,2022-04-27 22:21:03,27563440,30029295
18702,14669117,2022-04-27 22:21:27,16427287,30000000
18703,14669118,2022-04-27 22:21:48,22452835,30000000
18704,14669119,2022-04-27 22:21:59,3400349,30000000
18705,14669120,2022-04-27 22:22:02,29990831,30000000
18706,14669121,2022-04-27 22:22:25,5814434,29970705
18707,14669122,2022-04-27 22:22:27,1053556,29941438
18708,14669123,2022-04-27 22:22:28,522544,29970676
18709,14669124,2022-04-27 22:22:30,29925720,29999943
18710,14669125,2022-04-27 22:22:35,12523282,30029238
18711,14669126,2022-04-27 22:22:40,9483890,30058562
18712,14669127,2022-04-27 22:22:45,22167654,30029209
18713,14669128,2022-04-27 22:23:02,5091348,29999885
18714,14669129,2022-04-27 22:23:13,29992192,30000000
18715,14669130,2022-04-27 22:23:33,17429226,30000000
18716,14669131,2022-04-27 22:23:44,5899212,30000000
18717,14669132,2022-04-27 22:23:50,29281462,30000000
18718,14669133,2022-04-27 22:24:18,23106703,30029295
18719,14669134,2022-04-27 22:24:39,2683056,30000000
18720,14669135,2022-04-27 22:24:42,14525549,30000000
18721,14669136,2022-04-27 22:24:57,3270623,30000000
18722,14669137,2022-04-27 22:25:39,29997220,30000000
18723,14669138,2022-04-27 22:25:40,18995156,30000000
18724,14669139,2022-04-27 22:25:52,23542951,29970705
18725,14669140,2022-04-27 22:26:21,14261794,29941438
18726,14669141,2022-04-27 22:26:39,16199178,29970676
18727,14669142,2022-04-27 22:26:58,497052,29941409
18728,14669143,2022-04-27 22:27:55,29951578,29970647
18729,14669144,2022-04-27 22:28:19,29989715,29999914
18730,14669145,2022-04-27 22:28:36,20435475,30000000
18731,14669146,2022-04-27 22:29:09,5786072,30000000
18732,14669147,2022-04-27 22:29:20,21535253,30029295
18733,14669148,2022-04-27 22:29:37,3006002,30000000
18734,14669149,2022-04-27 22:29:41,4256711,30000000
18735,14669150,2022-04-27 22:29:44,15646417,30000000
18736,14669151,2022-04-27 22:29:59,29967466,29970705
18737,14669152,2022-04-27 22:30:42,14908594,29999972
18738,14669153,2022-04-27 22:30:53,5239963,30000000
18739,14669154,2022-04-27 22:31:01,16203431,30029295
18740,14669155,2022-04-27 22:31:20,799261,29999971
18741,14669156,2022-04-27 22:31:21,24301486,30000000
18742,14669157,2022-04-27 22:31:42,9572841,30000000
18743,14669158,2022-04-27 22:31:52,9790035,30029295
18744,14669159,2022-04-27 22:31:59,29987077,29999971
18745,14669160,2022-04-27 22:32:41,10149007,29970676
18746,14669161,2022-04-27 22:32:46,23339521,29999943
18747,14669162,2022-04-27 22:33:16,7255089,30029238
18748,14669163,2022-04-27 22:33:23,3099406,30000000
18749,14669164,2022-04-27 22:33:33,16317241,30000000
18750,14669165,2022-04-27 22:33:45,7251936,30000000
18751,14669166,2022-04-27 22:33:57,14427884,30000000
18752,14669167,2022-04-27 22:34:02,10530309,30000000
18753,14669168,2022-04-27 22:34:11,16187913,29970705
18754,14669169,2022-04-27 22:34:29,13557954,29941438
18755,14669170,2022-04-27 22:34:42,26575050,29970676
18756,14669171,2022-04-27 22:35:06,12563319,29999943
18757,14669172,2022-04-27 22:35:19,30016543,30029238
18758,14669173,2022-04-27 22:36:01,15314164,30000000
18759,14669174,2022-04-27 22:36:03,19215677,30000000
18760,14669175,2022-04-27 22:36:26,14975496,29970705
18761,14669176,2022-04-27 22:36:48,4278936,29999972
18762,14669177,2022-04-27 22:36:51,12700359,30000000
18763,14669178,2022-04-27 22:36:59,6678435,30000000
18764,14669179,2022-04-27 22:37:05,22610094,30000000
18765,14669180,2022-04-27 22:37:21,22237610,30000000
18766,14669181,2022-04-27 22:37:42,3146930,29970705
18767,14669182,2022-04-27 22:37:45,15639530,29999972
18768,14669183,2022-04-27 22:38:00,12539069,30000000
18769,14669184,2022-04-27 22:38:12,9352897,30000000
18770,14669185,2022-04-27 22:38:18,5136436,30000000
18771,14669186,2022-04-27 22:38:23,24541538,30029295
18772,14669187,2022-04-27 22:38:38,30058062,30058619
18773,14669188,2022-04-27 22:39:19,5788030,30029266
18774,14669189,2022-04-27 22:39:20,5544876,30000000
18775,14669190,2022-04-27 22:39:27,7137955,30029295
18776,14669191,2022-04-27 22:39:35,10407114,30058619
18777,14669192,2022-04-27 22:39:41,28618117,30029266
18778,14669193,2022-04-27 22:40:24,29987115,29999942
18779,14669194,2022-04-27 22:40:45,28954645,30029237
18780,14669195,2022-04-27 22:41:12,14048082,30000000
18781,14669196,2022-04-27 22:41:32,619420,30000000
18782,14669197,2022-04-27 22:42:03,29994884,30000000
18783,14669198,2022-04-27 22:42:29,0,30000000
18784,14669199,2022-04-27 22:42:30,30010425,30029295
18785,14669200,2022-04-27 22:42:58,10544151,30000000
18786,14669201,2022-04-27 22:43:01,5857147,30000000
18787,14669202,2022-04-27 22:43:04,21878562,30000000
18788,14669203,2022-04-27 22:43:24,13662063,29970705
18789,14669204,2022-04-27 22:43:41,12249832,29999972
18790,14669205,2022-04-27 22:43:56,7966177,30000000
18791,14669206,2022-04-27 22:44:03,7337773,30029295
18792,14669207,2022-04-27 22:44:08,6229013,30000000
18793,14669208,2022-04-27 22:44:23,27478187,30000000
18794,14669209,2022-04-27 22:44:43,12962236,30029295
18795,14669210,2022-04-27 22:44:55,29977829,30000000
18796,14669211,2022-04-27 22:45:22,25025665,29970705
18797,14669212,2022-04-27 22:45:52,7389736,29999972
18798,14669213,2022-04-27 22:45:57,1698300,30029267
